onsen_id,onsen_name,onsen_romanji,onsen_address,onsen_latitude,onsen_longitude,onsen_area,onsen_area_romanji,prefectures,prefectures_romanji,municipality,municipality_romanji,municipality_type
Onsen_187,美利河温泉,pirikaonsen,北海道瀬棚郡今金町,42.46851,140.2016,檜山,hiyama,北海道,Hokkaido,今金町,imakane-chyou,town
Onsen_188,ピンネシリ温泉,pinneshirionsen,北海道枝幸郡中頓別町,44.87677,142.2119,宗谷,souya,北海道,Hokkaido,中頓別町,nakatonbetsu-chyou,town
Onsen_189,吹上温泉,fukiageonsen,北海道空知郡上富良野町,43.43163,142.6416,上川,kamikawa,北海道,Hokkaido,上富良野町,kamifurano-chyou,town
Onsen_190,伏見温泉,fushimionsen,北海道夕張郡由仁町,43.00067,141.777,空知,sorachi,北海道,Hokkaido,由仁町,yuni-chyou,town
Onsen_191,富士見温泉,fujimionsen,北海道稚内市,45.42049,141.6394,宗谷,souya,北海道,Hokkaido,稚内市,wakkanai-city,city
Onsen_192,二股ラジウム温泉,futamatarajiuumuonsen,北海道山越郡長万部町,42.57692,140.2393,渡島,oshima,北海道,Hokkaido,長万部町,osyamanbe-chyou,town
Onsen_193,べっかい温泉,bekkaionsen,北海道野付郡別海町,43.38119,145.1127,根室,nemuro,北海道,Hokkaido,別海町,betsukai-chyou,town
Onsen_194,北竜温泉,hokuryuuonsen,北海道雨竜郡北竜町,43.75109,141.8753,空知,sorachi,北海道,Hokkaido,北竜町,hokuryu-chyou,town
Onsen_195,幌加温泉,horokaonsen,北海道河東郡上士幌町,43.46978,143.1257,十勝,tokachi,北海道,Hokkaido,上士幌町,kamishihoro-chyou,town
Onsen_196,ほろしん温泉,horoshinonsen,北海道雨竜郡沼田町,43.8872,141.9232,空知,sorachi,北海道,Hokkaido,沼田町,numata-chyou,town
Onsen_197,ぽんぴら温泉,ponpiraonsen,北海道中川郡中川町,44.80135,142.0757,上川,kamikawa,北海道,Hokkaido,中川町,nakagawa-chyou,town
Onsen_198,本別温泉,honbetsuonsen,北海道中川郡本別町,43.13214,143.5886,十勝,tokachi,北海道,Hokkaido,本別町,honbetsu-chyou,town
Onsen_199,ポン湯温泉,ponyuonsen,北海道北見市,43.78684,143.6418,オホーツク,ohotuku,北海道,Hokkaido,北見市,kitami-city,city
Onsen_200,幕別温泉,makubetsuonsen,北海道中川郡幕別町,42.89954,143.2546,十勝,tokachi,北海道,Hokkaido,幕別町,makubetsu-chyou,town
Onsen_201,摩周温泉,masyuuonsen,北海道川上郡弟子屈町,43.49524,144.4472,釧路,kusiro,北海道,Hokkaido,弟子屈町,teshikaga-chyou,town
Onsen_202,松前温泉,matsumaeonsen,北海道松前郡松前町,41.43748,140.1497,渡島,oshima,北海道,Hokkaido,松前町,matumae-chyou,town
Onsen_203,丸駒温泉,marukomaonsen,北海道千歳市,42.78066,141.3103,石狩,ishikari,北海道,Hokkaido,千歳市,chitose-city,city
Onsen_204,丸瀬布温泉,maruseppuonsen,北海道紋別郡遠軽町,43.91504,143.3287,オホーツク,ohotuku,北海道,Hokkaido,遠軽町,engaru-chyou,town
Onsen_205,三笠温泉,mikasaonsen,北海道三笠市,43.26001,141.9519,空知,sorachi,北海道,Hokkaido,三笠市,mikasa-city,city
Onsen_206,水無海浜温泉,mizunashikaihinonsen,北海道函館市,41.81448,141.1805,渡島,oshima,北海道,Hokkaido,函館市,hakodate-city,city
Onsen_207,雌阿寒温泉,meakanonsen,北海道足寄郡足寄町,43.39457,143.9832,十勝,tokachi,北海道,Hokkaido,足寄町,asyoro-chyou,town
Onsen_208,女満別温泉,memanbetsuonsen,北海道網走郡大空町,43.91709,144.1709,オホーツク,ohotuku,北海道,Hokkaido,大空町,oozora-chyou,town
Onsen_209,芽登温泉,metouonsen,北海道足寄郡足寄町,43.39007,143.3333,十勝,tokachi,北海道,Hokkaido,足寄町,asyoro-chyou,town
Onsen_210,毛陽温泉,mouyouchouonsen,北海道岩見沢市,43.15709,141.9302,空知,sorachi,北海道,Hokkaido,岩見沢市,iwamizawa-city,city
Onsen_211,藻琴山温泉,mokotoyamaonsen,北海道網走郡大空町,43.79337,144.311,オホーツク,ohotuku,北海道,Hokkaido,大空町,oozora-chyou,town
Onsen_212,茂津多海岸温泉,motsutakaigan,北海道島牧郡島牧村,42.67416,139.8862,後志,shiribeshi,北海道,Hokkaido,島牧村,shimamaki-mura,village
Onsen_213,紋別温泉,monbetsuonsen,北海道紋別市,44.34793,143.3556,オホーツク,ohotuku,北海道,Hokkaido,紋別市,monbetsu-city,city
Onsen_214,八雲温泉,yakumoonsen,北海道二海郡八雲町,42.18694,140.1231,渡島,oshima,北海道,Hokkaido,八雲町,yakumo-chyou,town
Onsen_215,谷地頭温泉,yachigashiraonsen,北海道函館市,41.75206,140.7141,渡島,oshima,北海道,Hokkaido,函館市,hakodate-city,city
Onsen_216,山花温泉,yamahanaonsen,北海道釧路市,43.07925,144.2306,釧路,kusiro,北海道,Hokkaido,釧路市,kusiro-city,city
Onsen_217,湯の川温泉,yunokawaonsen,北海道函館市,41.78022,140.785,渡島,oshima,北海道,Hokkaido,函館市,hakodate-city,city
Onsen_218,湯の里温泉,yunosatoonsen,北海道磯谷郡蘭越町,42.82407,140.6126,後志,shiribeshi,北海道,Hokkaido,蘭越町,rankosi-chyou,town
Onsen_219,湯の沢温泉,yunosawaonsen,北海道勇払郡占冠村,42.99328,142.4001,上川,kamikawa,北海道,Hokkaido,占冠村,shimukappu-mura,village
Onsen_220,湯ノ岱温泉,yunotaionsen,北海道檜山郡上ノ国町,41.74729,140.2429,檜山,hiyama,北海道,Hokkaido,上ノ国町,kaminokuni-chyou,town
Onsen_221,湯の元温泉,yunomotoonsen,北海道三笠市,43.24789,141.9902,空知,sorachi,北海道,Hokkaido,三笠市,mikasa-city,city
Onsen_222,湯元協和温泉,yumotokyouwaonsen,北海道上川郡愛別町,43.94315,142.5838,上川,kamikawa,北海道,Hokkaido,愛別町,aibetsu-chyou,town
Onsen_223,養老牛温泉,yourouushionsen,北海道標津郡中標津町,43.58769,144.7229,根室,nemuro,北海道,Hokkaido,中標津町,nakashibetsu-chyou,town
Onsen_224,雷電温泉,raidenonsen,北海道岩内郡岩内町,42.93017,140.4109,後志,shiribeshi,北海道,Hokkaido,岩内町,iwanai-chyou,town
Onsen_225,羅臼温泉,rausuonsen,北海道目梨郡羅臼町,44.03095,145.1658,根室,nemuro,北海道,Hokkaido,羅臼町,rausu-chyou,town
Onsen_226,利尻富士温泉,rishirifujionsen,北海道利尻郡利尻富士町,45.24023,141.216,宗谷,souya,北海道,Hokkaido,利尻富士町,rishirihuji-chyou,town
Onsen_227,利尻ふれあい温泉,rishirifureaionsen,北海道利尻郡利尻町,45.18511,141.1333,宗谷,souya,北海道,Hokkaido,利尻町,risiri-chyou,town
Onsen_228,留真温泉,rushinonsen,北海道十勝郡浦幌町,42.93991,143.6873,十勝,tokachi,北海道,Hokkaido,浦幌町,urahoro-chyou,town
Onsen_229,礼文島温泉うすゆきの湯,rebuntouonsenusuyukinoyu,北海道礼文町香深村,45.30036,141.0475,宗谷,souya,北海道,Hokkaido,香深村,kafuka-mura,village
Onsen_230,ワイス温泉,waisuonsen,北海道岩内郡共和町,42.96021,140.6958,後志,shiribeshi,北海道,Hokkaido,共和町,kyouwa-chyou,town
Onsen_231,和琴温泉,wakotoonsen,北海道川上郡弟子屈町,43.58189,144.3131,釧路,kusiro,北海道,Hokkaido,弟子屈町,teshikaga-chyou,town
